name,"Country of Origin","Unit of Quantity",Product description,product_code
CLICKLINE Dissecting and Grasp. Forceps,DE,pc,"CLICKLINE Dissecting Forceps, """"""Dolphin Nose"""", rotating, size 5 mm,"" length 43 cm, double action jaws, consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 Outer Tube, insulated 33410 DN Forceps Insert",33432DN
CLICKLINE DeBAKEY Grasping Forceps,DE,pc,"CLICKLINE DeBAKEY Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, single action jaws, consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 Outer Tube, insulated 33410 DY Forceps Insert",33432DY
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE DeBAKEY Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, size 5 mm, length 43 cm consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 Metal Outer Sheath, insulated 33410 DYD Forceps Insert",33432DYD
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, double action jaws, consisting of: 33132 Metal Handle, with MAHNES style ratchet 33400 Outer Tube, insulated 33410 FG Forceps Insert",33432FG
CLICKLINE Claw Forceps,DE,pc,"CLICKLINE Claw Grasping Forceps, rotating, 2 x 3 teeth, size 5 mm, length 43 cm, single action jaws, consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 Outer Tube, insulated 33410 FM Forceps Insert",33432FM
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, size 5 mm, length 43 cm, with 2 x 4 teeth, double action jaws, consisting of. 33132 Metal Handle, with MANHES style ratchet 33400 Outer Tube, insulated 33410 G Forceps Insert",33432G
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Dissecting- and Grasping Forceps, rotating, size 5 mm, length 43 cm,""alligator jaws"", double action jaws, consisting of: 33132 Metal-Handle, with MANHES style ratchet 33400 Outer Tube, insulated 33410 HM Forceps Insert",33432HM
CLICKLINE REDDICK-OLSEN Grasp. Forceps,DE,pc,"CLICKLINE REDDICK-OLSEN Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm double action jaws, consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 Outer Tube, insulated 33410 KJ Forceps Insert",33432KJ
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, atraumatic, rotating, size 5 mm, length 43 cm, hollow jaws, single action jaws, consisting of: 33132 Metall Handle, with MANHES style ratchet 33400 Outer Tube, insulated 33410 LF Forceps Insert",33432LF
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, hollow jaws, size 5 mm, length 43 cm consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 Metal Outer Sheath, insulated 33410 LFD Forceps Insert",33432LFD
CLICKLINE KELLY Grasping Forceps,DE,pc,"CLICKLINE KELLY Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, double action jaws, consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 Outer Tube, insulated 33410 MD Forceps Insert",33432MD
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Grasping Forceps, rotating, size 5 mm, length 43 cm, jaws with multiple teeth, width of jaws 4.8 mm, single action jaws, consisting of: 33132 Metal Handle, with ratchet 33400 Outer Tube, insulated 33410 ME Forceps Insert",33432ME
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Grasping Forceps, ""rotating, size 5 mm, length 43 cm, """"Tiger"" ""jaws"""", 2 x 4 teeth, single action jaws,"" consisting of: 33132 Metal Handle, with ratchet 33400 Outer Tube, insulated 33410 MG Forceps Insert",33432MG
CLICKLINE KELLY Grasping Forceps,DE,pc,"CLICKLINE KELLY Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, long, double action jaws, consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 Outer Tube, insulated 33410 ML Forceps Insert",33432ML
CLICKLINE Dissecting and Grasp. Forceps,DE,pc,"CLICKLINE MOURET Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, with slender, long and curved jaws, single action jaws, consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 Outer Tube, insulated 33410 MM Forceps Insert",33432MM
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE MOURET Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, fenestrated, slender, single action jaws, consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 Outer Tube, insulated 33410 MN Forceps Insert",33432MN
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, duckbill jaws, length 15 mm, blunt, single action jaws, consisting of: 33132 Metal Handle, with ratchet 33400 Outer Tube, insulated 33410 MR Forceps Insert",33432MR
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, duckbill jaws, consisting of: 33132 Metal Handle with ratchet 33400 Outer Tube, insulated 33410 MS Forceps Insert",33432MS
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Grasping Forceps, rotating, size 5 mm, length 36 cm, duck-bill jaws length 15 mm, blunt, single action jaws, consisting of: 33132 Metal Handle with ratchet 33400 Outer Tube, insulated 33410 MT Forceps Insert",33432MT
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, length of jaws 10 mm, conical, blunt, single action jaws, consisting of 33132 Metal Handle, with MANHES style ratchet 33400 Outer Tube, insulated 33410 MV Forceps Insert",33432MV
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, fenestrated, single action jaws, consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 Outer Tube, insulated 33410 ON Forceps Insert",33432ON
CLICKLINE Dissecting and Grasp. Forceps,DE,pc,"CLICKLINE Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, right angled, single action jaws, consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 Outer Tube, insulated 33410 R Forceps Insert",33432R
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE REDDICK-OLSEN Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, heavy, double action jaws, consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 Outer Tube, insulated 33410 UL Forceps Insert",33432UL
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE REDDICK-OLSEN Dissecting and Grasping Forceps, rotating, heavy, double action jaws, size 5 mm, length 43 cm, consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 M Metal Outer Tube, without insulation 33410 UL Forceps Insert",33432ULM
CLICKLINE SAWALHE Ovary Grasp. Forceps,DE,pc,"CLICKLINE SAWALHE Tissue Forceps, size 5 mm, length 43 cm, double action jaws, consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 Outer Tube, insulated 33410 UM Forceps Insert",33432UM
CLICKLINE Mesoovarian Forceps,DE,pc,"CLICKLINE VANCAILLIE Meso- ovarian Forceps, rotating, size 5 mm, length 43 cm, double action jaws, consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 Outer Tube, insulated 33410 VA Forceps Insert",33432VA
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, size 5 mm, length 43 cm consisting of: 33132 Metal Handle, with MANHES style ratchet 33400 Metal Outer Sheath, insulated 33410 WTD Forceps Insert",33432WTD
CLICKLINE BABCOCK Grasping Forceps,DE,pc,"CLICKLINE BABCOCK Grasping Forceps, size 5 mm, length 43 cm, fenestrated, double action jaws, consisting of: 33133 Metal Handle, with hemostat style ratchet 33400 Outer Tube, insulated 33410 A Forceps Insert",33433A
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, fenestrated, double action jaws, consisting of: 33133 Metal Handle, with hemostat style ratchet 33400 Outer Tube, insulated 33410 AF Forceps Insert",33433AF
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE MOURET Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, distally toothed, slender, single action jaws, consisting of: 33133 Metal Handle with hemostat style ratchet 33400 Outer Tube,insulated 33410 AK Forceps Insert",33433AK
CLICKLINE BABCOCK Grasping Forceps,DE,pc,"CLICKLINE BABCOCK Grasping Forceps, rotating, size 5 mm, length 43 cm, with multiple teeth, fenestrated, single action jaw, consisting of: 33133 Metal Handle, with hemostat style ratchet 33400 Outer Tube, insulated 33410 BA Forceps Insert",33433BA
CLICKLINE BABCOCK Grasping Forceps,DE,pc,"CLICKLINE BABCOCK Grasping Forceps, rotating, size 5 mm, length 43 cm, with multiple teeth fenestrated, long, single action jaw, consisting of: 33133 Metal Handle, with hemostat style ratchet 33400 Outer Tube, insulated 33410 BB Forceps Insert",33433BB
CLICKLINE Bowel Forceps,DE,pc,"CLICKLINE Bowel Grasper, rotating, size 5 mm, length 43 cm, double action jaws, consisting of: 33133 Metal Handle, with hemostat style ratchet 33400 Outer Tube, insulated 33410 C Forceps Insert",33433C
CLICKLINE CROCE-OLMI Grasping Forceps,DE,pc,"CLICKLINE CROCE-OLMI Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, fenestrated, curved, single action jaws, consisting of: 33133 Metal Handle with hemostat style ratchet 33400 Outer Tube, insulated 33410 CC Forceps Insert",33433CC
CLICKLINE Bowel Grasper,DE,pc,"CLICKLINE Bowel Grasper, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, fenestrated, short, size 5 mm, length 43 cm consisting of: 33133 Metal Handle, with hemostat style ratchet 33400 Metal Outer Sheath, insulated 33410 CK Forceps Insert",33433CK
CLICKLINE CROCE-OLMI Grasping Forceps,DE,pc,"CLICKLINE CROCE-OLMI Grasping Forceps, rotating, size 5 mm, length 43 cm, fenenstrated, long, single action jaws, consisting of: 33133 Metal Handle, with hemostat style ratchet 33400 Outer Tube, insulated 33410 CL Forceps Insert",33433CL
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, size 5 mm,length 43 cm, atraumatic, double spoon, with multiple teeth, double action jaws, consisting of: 33133 Metal Handle, with hemostat style ratchet 33400 Outer Tube, insulated 33410 D Forceps Insert",33433D
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, double action jaws, consisting of: 33133 Metal Handle, with hemostat style ratchet 33400 Outer Tube, insulated 33410 DF Forceps Insert",33433DF
CLICKLINE DeBAKEY Grasping Forceps,DE,pc,"CLICKLINE DeBAKEY Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, curved and slender jaws, atraumatic, size 5 mm, length 43 cm consisting of: 33133 Metal Handle, with hemostat style ratchet 33400 Metal Outer Sheath, insulated 33410 DK Forceps Insert",33433DK
CLICKLINE Dissecting and Grasp. Forceps,DE,pc,"CLICKLINE Dissecting Forceps, rotating, size 5 mm, length 43 cm, double action jaws, consisting of: 33133 Metal Handle, with hemostat style ratchet 33400 Outer Tube, insulated 33410 DN Forceps Insert",33433DN
CLICKLINE DeBAKEY Grasping Forceps,DE,pc,"CLICKLINE DeBAKEY Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, single action jaws, consisting of: 33133 Metal Handle, with hemostat style ratchet 33400 Outer Tube, insulated 33410 DY Forceps Insert",33433DY
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE DeBAKEY Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, size 5 mm, length 43 cm, consisting of: 33133 Metal Handle, with hemostat style ratchet 33400 Metal Outer Sheath, insulated 33410 DYD Forceps Insert",33433DYD
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, double action jaws, consisting of: 33133 Metal Handle, with hemostat style ratchet 33400 Outer Tube, insulated 33410 FG Forceps Insert",33433FG
CLICKLINE Claw Forceps,DE,pc,"CLICKLINE Claw Grasping Forceps, rotating, 2 x 3 teeth, size 5 mm, length 43 cm, single action jaws, consisting of: 33133 Metal Handle, with hemostat style ratchet 33400 Outer Tube, insulated 33410 FM Forceps Insert",33433FM
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, size 5 mm, length 43 cm, with 2 x 4 teeth, double action jaws, consisting of: 33133 Metal Handle, with hemostat style ratchet 33400 Outer Tube, insulated 33410 G Forceps Insert",33433G
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Dissecting- and Grasping Forceps, rotating, lation, size 5 mm, ""length 43 cm,""""alligator jaws"""", double"" action jaws, consisting of: 33133 Metal Handle, with hemostat style ratchet 33400 Outer Tube, insulated 33410 HM Forceps Insert",33433HM
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE REDDICK-OLSEN Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, double action jaws, consisting of: 33133 Metal Handle, with hemostat style ratchet 33400 Outer Tube, insulated 33410 KJ Forceps Insert",33433KJ
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, atraumatic, rotating, size 5 mm, length 43 cm, hollow jaws, single action jaws, consisting of: 33133 Metall handle, with hemostat stype ratchet 33400 Outer Tube, insulated 33410 LF Forceps Insert",33433LF
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, hollow jaws, size 5 mm, length 43 cm consisting of: 33133 Metal Handle, with hemostat style ratchet 33400 Metal Outer Sheath, insulated 33410 LFD Forceps Insert",33433LFD
CLICKLINE KELLY Grasping Forceps,DE,pc,"CLICKLINE KELLY Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, double action jaws, consisting of: 33133 Metal Handle, with hemostat style ratchet 33400 Outer Tube, insulated 33410 MD Forceps Insert",33433MD
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Grasping Forceps, rotating, size 5 mm, length 43 cm, jaws with multiple teeth, width of jaws 4.8 mm, single action jaws, consisting of: 33133 Metal Handle, with ratchet 33400 Outer Tube, insulated 33410 ME Forceps Insert",33433ME
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Grasping Forceps, rotating, size 5 mm, length 43 cm, ""Tiger-jaws"", 2 x 4 teeth, single action jaws, consisting of: 33133 Metal Handle, with ratchet 33400 Outer Tube 33410 MG Forceps Insert",33433MG
CLICKLINE KELLY Grasping Forceps,DE,pc,"CLICKLINE KELLY Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, double action jaws, consisting of: 33133 Metal Handle, with hemostat style ratchet 33400 Outer Tube, insulated 33410 ML Forceps Insert",33433ML
CLICKLINE Dissecting and Grasp. Forceps,DE,pc,"CLICKLINE MOURET Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, with slender and curved jaws, large jaw reservoir, single action jaws, consisting of: 33133 Metal Handle with hemostat style ratchet 33400 Outer Tube, insulated 33410 MM Forceps Insert",33433MM
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE MOURET Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, fenestrated, slender, single action jaws, consisting of: 33133 Metal Handle with hemostat style ratchet 33400 Outer Tube, insulated 33410 MN Forceps Insert",33433MN
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, duckbill jaws length 15 mm, blunt, single action jaws, consisting of: 33133 Metal Handel, with ratchet 33400 Outer Tube, insulated 33410 MR Forceps Insert",33433MR
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, duckbill jaws 10 mm, blunt, single action jaws, consisting of: 33133 Metal Handle with ratchet 33400 Outer Tube, insulated 33410 MS Forceps Insert",33433MS
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Grasping Forceps, rotating, size 5 mm, length 43 cm, duck-bill jaws length 15 mm, blunt, single action jaws, consisting of: 33133 Metal Handle, with ratchet 33400 Outer Tube, insulated 33410 MT Forceps Insert",33433MT
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, length of jaws 10 mm, conical, blunt, single action jaws, consisting of 33133 Metal Handle with hemostat style ratchet 33400 Outer Tube, insulated 33410 MV Forceps Insert",33433MV
